x,y,theta,v,omega,distance,heading_error,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8
425.429251285769,102.60283164135183,-0.4645351750789801,4.0,-0.1,524.5772060804417,0.4595733843430808,0.72727275,0.7878788,0.90909094,1.0,1.0,1.0,0.2020202,0.18181819,0.2020202
429.0053709142968,100.81080251143844,-0.36453517507898014,4.0,0.1,520.9952599946204,0.36297891746786015,0.7373737,0.82828283,0.97979796,1.0,1.0,1.0,0.17171717,0.16161616,0.18181819
432.74252923098436,99.38474230372877,-0.36453517507898014,4.0,0.0,517.2578366814678,0.36572463572649394,0.72727275,0.8181818,0.969697,1.0,1.0,1.0,0.15151516,0.14141414,0.14141414
436.4796875476719,97.9586820960191,-0.4645351750789801,4.0,-0.1,513.5243697040305,0.46851029953351586,0.6969697,0.75757575,0.86868685,1.0,1.0,1.0,1.0,0.13131313,0.121212125
440.0558071761997,96.16665296610572,-0.36453517507898014,4.0,0.1,509.958600617932,0.37205222279751243,0.7070707,0.7878788,0.93939394,1.0,1.0,1.0,1.0,0.11111111,0.1010101
443.7929654928873,94.74059275839605,-0.26453517507898017,4.0,0.1,506.23435595484654,0.2749246356093538,0.7373737,0.83838385,1.0,1.0,1.0,1.0,0.121212125,0.09090909,0.08080808
447.6538220471746,93.69475019509272,-0.36453517507898014,4.0,-0.1,502.38574689068764,0.3770861190245605,0.68686867,0.7676768,0.9191919,1.0,1.0,1.0,1.0,0.1010101,0.08080808
451.3909803638621,92.26868998738306,-0.36453517507898014,4.0,0.0,498.6689559387287,0.3800396890137289,0.67676765,0.75757575,0.8989899,1.0,1.0,1.0,1.0,1.0,0.08080808
455.1281386805497,90.84262977967339,-0.4645351750789801,4.0,-0.1,494.9565804746204,0.4830375914334306,0.64646465,0.6969697,0.8080808,0.989899,1.0,1.0,1.0,1.0,1.0
458.7042583090775,89.05060064976,-0.5645351750789801,4.0,-0.1,491.41773996241193,0.5868182646805363,0.61616164,0.65656567,0.72727275,0.86868685,1.0,1.0,1.0,1.0,1.0
462.08360784422524,86.9105079603429,-0.4645351750789801,4.0,0.1,488.09193861009834,0.4913560677823264,0.61616164,0.6666667,0.7676768,0.94949496,1.0,1.0,1.0,1.0,1.0
465.65972747275305,85.11847883042951,-0.5645351750789801,4.0,-0.1,484.5688385194494,0.5952508551777602,0.5858586,0.6262626,0.6969697,0.82828283,1.0,1.0,1.0,1.0,1.0
469.0390770079008,82.97838614101241,-0.4645351750789801,4.0,0.1,481.26203339114176,0.49991125614881016,0.5858586,0.64646465,0.7373737,0.90909094,1.0,1.0,1.0,1.0,1.0
472.6151966364286,81.18635701109902,-0.36453517507898014,4.0,0.1,477.7553805505382,0.4039245982312138,0.5959596,0.6666667,0.7979798,1.0,1.0,1.0,1.0,1.0,1.0
476.35235495311616,79.76029680338935,-0.26453517507898017,4.0,0.1,474.07988487589915,0.30724075537071693,0.61616164,0.7070707,0.8787879,1.0,1.0,1.0,1.0,1.0,1.0
480.21321150740346,78.71445424008601,-0.26453517507898017,4.0,0.0,470.268754118839,0.30981315753958644,0.6060606,0.6969697,0.86868685,1.0,1.0,1.0,1.0,1.0,1.0
484.07406806169075,77.66861167678269,-0.36453517507898014,4.0,-0.1,466.46078608713117,0.41242757702508803,0.57575756,0.6363636,0.75757575,0.97979796,1.0,1.0,1.0,1.0,1.0
487.8112263783783,76.24255146907302,-0.36453517507898014,4.0,0.0,462.7989615616681,0.41589202157081456,0.56565654,0.6262626,0.74747473,0.959596,1.0,1.0,1.0,1.0,1.0
491.54838469506586,74.81649126136335,-0.36453517507898014,4.0,0.0,459.14278028527497,0.4194116840797635,0.5555556,0.61616164,0.72727275,0.93939394,1.0,1.0,1.0,1.0,1.0
495.2855430117534,73.39043105365369,-0.36453517507898014,4.0,0.0,455.49237815097007,0.4229878059669483,0.54545456,0.6060606,0.7171717,0.9292929,1.0,1.0,1.0,1.0,1.0
499.022701328441,71.96437084594402,-0.4645351750789801,4.0,-0.1,451.8478952248868,0.526621663017493,0.5151515,0.5555556,0.6363636,0.7878788,1.0,1.0,1.0,1.0,1.0
502.5988209569688,70.17234171603063,-0.36453517507898014,4.0,0.1,448.3943623729002,0.43110537053122,0.5151515,0.57575756,0.68686867,0.8888889,1.0,1.0,1.0,1.0,1.0
506.33597927365633,68.74628150832096,-0.36453517507898014,4.0,0.0,444.7634856939389,0.43486355921911996,0.5050505,0.56565654,0.67676765,0.86868685,1.0,1.0,1.0,1.0,1.0
510.0731375903439,67.3202213006113,-0.4645351750789801,4.0,-0.1,441.1389942018791,0.5386835587523623,0.47474748,0.5252525,0.5959596,0.7373737,1.0,1.0,1.0,1.0,1.0
